title,text,subject,date,,
 ภาคใต้ เตรียมรับมือพายุไซโคลน อัสนี ในอีก 5 วัน,กรณีการโพสต์ให้ข้อมูลในสื่อสังคมออนไลน์ว่าพายุไซโคลน อัสนี จะเข้าทางตะวันตกของภาคใต้ในอีก 5 วัน ในระดับพายุไซโคลน ความเร็วลมจะมากกว่า 70-100 กิโลเมตร/ชั่วโมง ซึ่งในอดีตไม่เคยพบเจอพายุที่เข้าทางนี้แม้แต่ลูกเดียว ซึ่งจะกระทบเฉพาะภาคใต้ตอนกลางค่อนบนทั้งฝั่งอันดามันและอ่าวไทย โดยเมื่อกรมอุตุนิยมวิทยา ได้ตรวจสอบข้อมูลดังกล่าวจึงได้ชี้แจงข้อเท็จจริงว่า ข้อมูลดังกล่าวไม่ได้มีที่มาจากแหล่งข้อมูลของกรมอุตุนิยมวิทยา และไม่มีวัน เดือน ปีปรากฏเหตุการณ์ตามที่กล่าวอ้าง จึงไม่มีความน่าเชื่อถือ ซึ่งจากการติดตามสภาวะอากาศของ กรมอุตุนิยมวิทยา ขณะนี้พบว่าระหว่างวันที่ 15-18 ธ.ค. 64 จะมีหย่อมความกดอากาศต่ำกำลังแรง ที่ปกคลุมทะเลจีนใต้ตอนล่างใกล้เกาะบอร์เนียว มีแนวโน้มเคลื่อนตัวทางทิศตะวันตกเข้าปกคลุมประเทศมาเลเซียและภาคใต้ตอนล่างของประเทศไทย ทำให้ภาคใต้ตอนล่างมีฝนตกหนักบางแห่ง ซึ่งหย่อมความกดอากาศต่ำดังกล่าว อาจจะไม่แรงขึ้นเป็นพายุไซโคลนดังกล่าวแต่อย่างใด,News,15-ธ.ค.-21,,
"ออมสินปล่อยสินเชื่อ QR รายวัน กู้ได้ 50,000 อนุมัติทุกอาชีพ",กรณีการโพสต์ให้ข้อมูลสินเชื่อ QR รายวัน เมื่อต้นเดือนธันวาคมที่ผ่านมา ทางธนาคารออมสิน กระทรวงการคลังได้ตรวจสอบและชี้แจงข้อเท็จจริงว่า ธนาคารได้ชะลอให้บริการผลิตสินเชื่อ QR รายวัน โดยงดรับคำขอกู้ และการพิจารณาอนุมัติสินเชื่อ QR รายวัน มาตั้งแต่เดือนตุลาคม 2564 แล้ว ซึ่งหากพบเห็นโพสต์การให้กู้สินเชื่อ QR รายวัน ผ่านสื่อใดๆ จึงถือเป็นการเผยแพร่ข้อมูลอันเป็นเท็จ ผู้นำข้อมูลมาเผยแพร่หรือส่งต่อจึงมีความผิดตาม พรบ.คอมพิวเตอร์,News,15-ธ.ค.-21,,
ภาคใต้ เตรียมรับมือพายุไซโคลน อัสนี ในอีก 5 วัน,ตามที่มีการเผยแพร่ข้อมูลภัยพิบัติเกี่ยวประเด็นเรื่อง ภาคใต้ เตรียมรับมือพายุไซโคลน อัสนี ในอีก 5 วัน ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,15-ธ.ค.-21,,
ซับน้ำมันจากของทอดด้วยทิชชู เสี่ยงเป็นมะเร็ง และอันตรายต่อร่างกาย,กรณีการเผยแพร่ข้อมูลระบุว่า ห้ามใช้กระดาษทิชชูซับน้ำมันจากอาหาร เนื่องจากเสี่ยงได้รับโซดาไฟและสารไดออกซินซึ่งเป็นสารก่อมะเร็งนั้น ทางสถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลดังกล่าวและชี้แจงว่า ยังไม่มีหลักฐานงานวิจัยที่ยืนยันแน่ชัดว่าการใช้กระดาษทิชชูซับน้ำมันของทอดทำให้เกิดสารก่อมะเร็ง กระดาษทิชชู (tissue paper) มีทั้งที่ผลิตจากเยื่อกระดาษบริสุทธิ์ (เยื่อกระดาษจากต้นไม้) และจากเยื่อเวียนใหม่ กระดาษทิชชูจึงแบ่งออกได้เป็นหลายประเภทตามประโยชน์ใช้สอย เช่น กระดาษเช็ดหน้า กระดาษชำระ กระดาษเช็ดปาก กระดาษเช็ดมือ เป็นต้น สำหรับการผลิตกระดาษทิชชู จากเยื่อกระดาษบริสุทธิ์จะมีการนำเยื่อกระดาษมาตีผสมกับน้ำ ฟอกเยื่อกระดาษให้มีสีขาวแล้วนำมารีดอบเป็นแผ่น ส่วนการผลิตกระดาษทิชชูจากเยื่อเวียนใหม่จะมีการใช้สารโซเดียมไฮดรอกไซด์หรือโซดาไฟเพื่อตีปั่นวัตถุดิบให้เป็นเนื้อเยื่อกระดาษ และใช้สารคลอรีนไดออกไซด์ในกระบวนการฟอกขาว จากนั้นจึงนำไปผ่านกระบวนล้างทำความสะอาดเพื่อขจัดสารเคมีต่าง ๆ จนได้มาตรฐานก่อนรีดอบเป็นแผ่นต่อไป สำหรับความกังวลเกี่ยวกับสารเคมีจากกระดาษทิชชูจะปนเปื้อนสู่อาหารหากนำมาใช้ซับน้ำมันในอาหารประเภททอดนั้น ปัจจุบันยังไม่มีงานวิจัยที่ยืนยันว่าการใช้กระดาษทิชชูซับน้ำมันของทอดทำให้เกิดโรคมะเร็งในมนุษย์ อย่างไรก็ตามหากต้องการซับน้ำมันในอาหารควรเลือกใช้กระดาษที่ผลิตมาสำหรับใช้กับอาหารโดยเฉพาะเท่านั้น และควรเลือกใช้กระดาษทิชชูที่ได้รับการรับรองมาตรฐานและควรใช้ให้เหมาะสมกับวัตถุประสงค์ตามการใช้งาน บทสรุปของเรื่องนี้คือ : ยังไม่มีหลักฐานงานวิจัยที่ยืนยันแน่ชัดว่าการใช้กระดาษทิชชูซับน้ำมันของทอดทำให้เกิดสารก่อมะเร็ง และหากต้องการซับน้ำมันในอาหารควรเลือกใช้กระดาษที่ผลิตมาสำหรับใช้กับอาหารโดยเฉพาะเท่านั้น และควรเลือกใช้กระดาษทิชชูที่ได้รับการรับรองมาตรฐาน และใช้ให้เหมาะสมกับวัตถุประสงค์ตามการใช้งาน,News,15-ธ.ค.-21,,
ซับน้ำมันจากของทอดด้วยทิชชู เสี่ยงเป็นมะเร็ง และอันตรายต่อร่างกาย,กรณีการเผยแพร่ข้อมูลระบุว่า ห้ามใช้กระดาษทิชชูซับน้ำมันจากอาหาร เนื่องจากเสี่ยงได้รับโซดาไฟและสารไดออกซินซึ่งเป็นสารก่อมะเร็งนั้น ทางสถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลดังกล่าวและชี้แจงว่า ยังไม่มีหลักฐานงานวิจัยที่ยืนยันแน่ชัดว่าการใช้กระดาษทิชชูซับน้ำมันของทอดทำให้เกิดสารก่อมะเร็ง,News,16-ธ.ค.-21,,
ประโยชน์ของกะปิ 10 ข้อ กินเป็นประจำจะทำให้สุขภาพดี,จากกรณีที่มีการเผยแพร่ข้อมูลในเว็บไซต์และโซเชียลมีเดีย เกี่ยวกับเรื่อง กะปิมี 10 ข้อดีที่ควรกินเป็นประจำ โดยอ้างสรรพคุณ ดังนี้ 1. บำรุงกระดูก 2. บำรุงเลือด 3. ช่วยให้ฟันไม่ผุ 4. มีโอเมก้า 3 5. มีจุลินทรีย์ เสริมภูมิต้านทาน 6. บำรุงสายตา 7. มีวิตามินช่วยทำให้ผ่อนคลาย 8. ช่วยให้เลือดไหลเวียนดี 9. บำรุงสมอง และ 10. บำรุงหัวใจ อีกทั้ง ในบทความยังมีการอ้างว่านำข้อมูลมาจากโรงพยาบาลราชวิถี ซึ่งทางโรงพยาบาลได้ชี้แจงว่า ไม่เคยมีการเผยแพร่ข้อมูลดังกล่าว และอาจทำให้เกิดการเข้าใจผิดต่อประชาชนในการทานกะปิ,News,16-ธ.ค.-21,,
วิธีช่วยรักษามะเร็งได้ดี คือดื่มน้ำต้มใบและดอกของมะละกอ,ตามที่มีการโพสต์และแชร์ข้อความในสื่อต่างๆ ถึงประเด็นเรื่อง วิธีช่วยรักษามะเร็งได้ดี คือดื่มน้ำต้มใบและดอกของมะละกอ ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข,News,16-ธ.ค.-21,,
ซับน้ำมันจากของทอดด้วยทิชชู เสี่ยงเป็นมะเร็ง และอันตรายต่อร่างกาย,ตามที่มีการเผยแพร่คำแนะนำ เกี่ยวกับประเด็นเรื่อง ซับน้ำมันจากของทอดด้วยทิชชู เสี่ยงเป็นมะเร็ง และอันตรายต่อร่างกาย ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับทางสถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,16-ธ.ค.-21,,
กพฐ. เตรียมตัดวิชาพระพุทธศาสนาออกจากระบบการศึกษาไทยในปี 65,ตามที่ได้มีข่าวปรากฏในสื่อออนไลน์ต่างๆ ในประเด็นเรื่อง กพฐ. เตรียมตัดวิชาพระพุทธศาสนาออกจากระบบการศึกษาไทยในปี 65 ทางศูนย์ต่อต้านข่าวปลอมได้ตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน กระทรวงศึกษาธิการ,News,17-ธ.ค.-21,,
ภาคใต้เตรียมรับมือพายุดีเปรสชั่น ช่วงวันที่ 19-20 ธ.ค.,ตามที่มีการเผยแพร่ข้อมูลภัยพิบัติประเด็นเรื่อง ภาคใต้เตรียมรับมือพายุดีเปรสชั่น ช่วงวันที่ 19-20 ธ.ค. ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,News,17-ธ.ค.-21,,
ส่งข้อความทักทายเป็นรูปหรือภาพเคลื่อนไหว ทำให้ถูกขโมยข้อมูลส่วนตัว,ตามที่มีข้อความปรากฏในโซเชียลมีเดีย เกี่ยวกับประเด็นเรื่อง ส่งข้อความทักทายเป็นรูปหรือภาพเคลื่อนไหว ทำให้ถูกขโมยข้อมูลส่วนตัว ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,17-ธ.ค.-21,,
ภาคใต้เตรียมรับมือพายุดีเปรสชั่น ช่วงวันที่ 19-20 ธ.ค.,ตามที่มีการเผยแพร่ข้อมูลภัยพิบัติประเด็นเรื่อง ภาคใต้เตรียมรับมือพายุดีเปรสชั่น ช่วงวันที่ 19-20 ธ.ค. ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ,News,17-ธ.ค.-21,,
กพฐ. เตรียมตัดวิชาพระพุทธศาสนาออกจากระบบการศึกษาไทยในปี 65,ตามที่ได้มีข่าวปรากฏในสื่อออนไลน์ต่างๆ ในประเด็นเรื่อง กพฐ. เตรียมตัดวิชาพระพุทธศาสนาออกจากระบบการศึกษาไทยในปี 65 ทางศูนย์ต่อต้านข่าวปลอมได้ตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน กระทรวงศึกษาธิการ พบว่าข้อมูลที่ปรากฏดังกล่าว เป็นข้อมูลเท็จ,News,17-ธ.ค.-21,,
ส่งข้อความทักทายเป็นรูปหรือภาพเคลื่อนไหว ทำให้ถูกขโมยข้อมูลส่วนตัว,กรณีการเผยแพร่ข้อมูลว่า การส่งข้อความเป็นรูปหรือภาพเคลื่อนไหว เสี่ยงถูกล้วงข้อมูลส่วนตัวได้ โดยมีนักเจาะข้อมูล (hackers) ได้ออกแบบรูปภาพ และภาพเคลื่อนไหว เพื่อซ่อนรหัสเจาะข้อมูลไว้ในรูปภาพดังกล่าว เมื่อนำภาพเหล่านั้นไปใช้ส่งต่อผ่านโซเชียลมีเดีย จะทำให้ขโมยข้อมูลส่วนตัวจากอุปกรณ์ของคุณได้ ทางสำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม ได้ตรวจสอบและชี้แจงข้อเท็จจริงว่า ปัจจุบันยังไม่พบรายงานการเจาะระบบ หรือการเข้าถึงข้อมูลโดยมิชอบจากการส่งข้อความเป็นภาพหรือภาพเคลื่อนไหวผ่านโซเชียลมีเดียแต่อย่างใด ,News,17-ธ.ค.-21,,
ภาคใต้เตรียมรับมือพายุดีเปรสชั่น ช่วงวันที่ 19-20 ธ.ค.,กรณีการโพสต์ให้ข้อมูลในสื่อสังคมออนไลน์ว่า ให้จับตาดูพายุลูกใหญ่ หย่อม 97W. เตรียมพัฒนาเป็นดีเปรสชั่น และจะเคลื่อนตัวเข้าสู่ภาคใต้ของประเทศไทยในช่วงวันที่ 19-20 ธ.ค. 64 นั้น ทางกรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม ได้ตรวจสอบและชี้แจงข้อเท็จจริงว่า ขณะนี้พบว่าระหว่าง 16-18 ธ.ค.64 จะมีหย่อมความกดอากาศต่ำกำลังแรงปกคลุมทะเลจีนใต้ตอนล่าง (ด้านตะวันออกของประเทศมาเลเซีย) มีแนวโน้มเคลื่อนตัวทางทิศตะวันตกเข้าปกคลุมประเทศมาเลเซีย และภาคใต้ตอนล่างของประเทศไทย ทำให้ภาคใต้ตอนล่างมีฝนตกหนักบางแห่งได้ แต่หย่อมความกดอากาศต่ำดังกล่าว ยังไม่มีสัญญาณหรือแนวโน้มจะทวีกำลังแรงขึ้นเป็นพายุไซโคลนได้แต่อย่างใด เนื่องจากยังมีความกดอากาศสูง หรือมวลอากาศเย็น (ความชื้นน้อย) แผ่ลงมาปกคลุมเป็นระลอกๆ ประกอบกับลมที่พัดปกคลุมยังเป็นมรสุมตะวันออกเฉียงเหนือพัดปกคลุม ส่วนพายุทางตะวันออกของประเทศฟิลิปปินส์ในขณะนี้ได้ทวีกำลังแรงขึ้นเป็นพายุไต้ฝุ่น ชื่อ “ราอี (RAI) อ่านว่า รา-อี กำลังเคลื่อนตัวทางตะวันตก ตาดว่าจะเคลื่อนตัวผ่านประเทศฟิลิปปินส์ในวันที่ 17 ธ.ค. 64 โดยเคลื่อนตัวไปทางทิศตะวันตกค่อนไปทางเหนือ ลงสู่ทะเลจีนใต้ตอนกลางวันที่ 18 ธ.ค. 64 เมื่อพายุเคลื่อนตัวเข้าใกล้ชายฝั่งประเทศเวียดนาม จะอ่อนกำลังลง เนื่องจากมีมวลอากาศเย็นแผ่ลงมาปกคลุมทางตอนบน จึงทำให้พายุอ่อนกำลังลง และเปลี่ยนทิศทางไป โดยคาดว่าพายุนี้จะไม่มีผลกระทบโดยตรงต่อประเทศไทย สำหรับพยากรณ์อากาศ 7 วันข้างหน้า ระหว่างวันที่16 ธ.ค. 64-22 ธ.ค. 64 พบว่าในช่วงวันที่ 16-18 ธ.ค. 64 มรสุมตะวันออกเฉียงเหนือที่พัดปกคลุมอ่าวไทย และทะเลอันดามันมีกำลังค่อนข้างแรง ประกอบกับมีหย่อมความกดอากาศต่ำกำลังแรงเคลื่อนผ่านประเทศมาเลเซีย และภาคใต้ตอนล่าง ทำให้ภาคใต้มีฝนเพิ่มขึ้น และมีฝนตกหนักถึงหนักมากบางแห่ง ส่วนคลื่นลมบริเวณอ่าวไทยและทะเลอันดามันมีกำลังแรง โดยบริเวณอ่าวไทยตอนล่างมีคลื่นสูง 2-3 เมตร บริเวณที่มีฝนฟ้าคะนองมีคลื่นสูงมากกว่า 3 เมตร ส่วนทะเลอันดามันมีคลื่นสูงประมาณ 2 เมตรหลังจากนั้นในช่วงวันที่ 19-22 ธ.ค. 64 มรสุมตะวันออกเฉียงเหนือที่พัดปกคลุมอ่าวไทย และทะเลอันดามันมีกำลังอ่อนลง ทำให้คลื่นลมบริเวณอ่าวไทยสูง 1-2 เมตร ส่วนทะเลอันดามันมีคลื่นสูงประมาณ 1 เมตร อนึ่ง พายุไต้ฝุ่น “ราอี” บริเวณทิศตะวันออกของประเทศฟิลิปปินส์กำลังเคลื่อนตัวไปทางทิศตะวันตกค่อนไปทางเหนือ คาดว่าจะเคลื่อนผ่านประเทศฟิลิปปินส์และลงทะเลจีนใต้ในวันที่ 18 ธ.ค. 64 โดยพายุนี้ยังไม่มีผลกระทบโดยตรงต่อประเทศไทย,News,17-ธ.ค.-21,,
