title,text,subject,date,
ครม. อนุมัติมาตรการ ช้อปดีมีคืน ลดภาษีสูงสุด 3 หมื่นบาท เริ่มวันที่ 1 ม.ค.-15 ก.พ. 65 ,ตามที่มีการเผยแพร่ข้อมูลถึงประเด็นเรื่อง ครม. อนุมัติมาตรการ ช้อปดีมีคืน ลดภาษีสูงสุด 3 หมื่นบาท เริ่มวันที่ 1 ม.ค.-15 ก.พ. 65 ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมประชาสัมพันธ์ สำนักนายกรัฐมนตรี พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,22-ธ.ค.-21,
อย. อนุมัติวัคซีนไฟเซอร์ในกลุ่มเด็ก 5-11 ปี ,ตามที่มีการเผยแพร่ข้อมูลทางสื่อโซเชียล เกี่ยวกับประเด็นเรื่อง อย. อนุมัติวัคซีนไฟเซอร์ในกลุ่มเด็ก 5-11 ปี ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,22-ธ.ค.-21,
ครม. อนุมัติคนละครึ่ง เฟส 4 เริ่มเดือน มี.ค.- เม.ย. 65,ตามที่มีการเผยแพร่ข้อมูลถึงประเด็นเรื่อง ครม. อนุมัติคนละครึ่ง เฟส 4 เริ่มเดือน มี.ค.- เม.ย. 65 ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมประชาสัมพันธ์ สำนักนายกรัฐมนตรี พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,23-ธ.ค.-21,
ไปรษณีย์ไทย รับฝากทิ้งขยะอิเล็กทรอนิกส์ โดยไม่มีค่าใช้จ่าย ถึง 31 ธ.ค. 64 ,ตามที่มีการเผยแพร่ข้อมูลเกี่ยวกับประเด็นเรื่อง ไปรษณีย์ไทย รับฝากทิ้งขยะอิเล็กทรอนิกส์ โดยไม่มีค่าใช้จ่าย ถึง 31 ธ.ค. 64 ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย บริษัท ไปรษณีย์ไทย จำกัด กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,23-ธ.ค.-21,
ครม. อนุมัติเพิ่มจำนวนห้องพักโครงการเราเที่ยวด้วยกัน จำนวน 2 ล้านห้อง ,ตามที่มีการเผยแพร่ข้อมูลถึงประเด็นเรื่อง ครม. อนุมัติเพิ่มจำนวนห้องพักโครงการเราเที่ยวด้วยกัน จำนวน 2 ล้านห้อง ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมประชาสัมพันธ์ สำนักนายกรัฐมนตรี พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,24-ธ.ค.-21,
ครม. อนุมัติเพิ่มจำนวนห้องพักโครงการเราเที่ยวด้วยกัน จำนวน 2 ล้านห้อง,ตามที่มีการเผยแพร่ข้อมูลถึงประเด็นเรื่อง ครม. อนุมัติเพิ่มจำนวนห้องพักโครงการเราเที่ยวด้วยกัน จำนวน 2 ล้านห้อง ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมประชาสัมพันธ์ สำนักนายกรัฐมนตรี พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,24-ธ.ค.-21,
วัคซีนไข้หวัดใหญ่ สามารถฉีดวันเดียวกับวัคซีนโควิด 19 ได้,จากการเผยแพร่ข้อมูลเกี่ยวกับประเด็นเรื่อง วัคซีนไข้หวัดใหญ่ สามารถฉีดวันเดียวกับวัคซีนโควิด-19 ได้ ทางศูนย์ต่อต้านข่าวปลอม ได้ดำเนินการตรวจสอบข้อเท็จจริงโดย โดยกรมควบคุมโรค กระทรวงสาธารณสุข พบว่าข้อมูลดังกล่าว เป็นข้อมูลจริง,News,24-ธ.ค.-21,
สาววัย 24 ไล่ฟันแม่-พังศาลพระภูมิ-ฆ่าแมว 3 ตัว ตำรวจไปทันก่อนเผาบ้าน,(24 ธ.ค.64) เวลา 11.00 น. ที่สมุทรสาคร แม่ของนางสาวเอ (นามสมมุติ) ได้โทรศัพท์ มาที่มูลนิธิปวีณาหงสกุลเพื่อเด็กและสตรี เพื่อวอนให้ นางปวีณา หงสกุล ช่วยเหลือลูกสาว โดยเล่าเหตุการณ์ไปร้องไห้ไป ระบุว่า ลูกสาวของตนเอง อายุ 24 ปี เสพยาเสพติดแล้วหลอน จึงเอามีดไล่ฟันแม่และเพื่อนบ้าน จากนั้นไปฆ่าแมวไป 3 ตัว แล้วเดินไปพังศาลพระภูมิตายาย ล่าสุด นางสาวเอ กำลังจะเผาบ้านของตนเอง และเผารถมอเตอร์ไซค์ไปแล้ว นางปวีณา หงสกุล ประธานมูลนิธิมูลนิธิปวีณาหงสกุลเพื่อเด็กและสตรี จึงได้เร่งประสาน พตอ.ธนากร วงศ์ศิริลักษณ์ ผกก.สภ.เมืองสมุทรสาคร โดย ผกก.ได้มอบหมายให้ พตท.ชุมพร ฉัตร์สงวนชัย รอง ผกก.นำกำลัง ไปที่จุดเกิดเหตุ เพื่อทำการระงับเหตุ และได้นำตัวนางสาวเอ(นามสมมุติ) ไปสงบสติอารมณ์ที่ สภ.เมืองสมุทรสาคร จากนั้น พ.ต.ท.ชุมพร ฉัตร์สงวนชัย รอง ผกก. ได้ประสานผอ. อนามัย ท่าจีน เพื่อนำส่งตัวไปสถาบันกัลยาณ์ราชนครินทร์ พุทธมลฑลสาย 4 จ.นครปฐม โดย รถตำรวจจะไปส่งให้ในวันนี้ และ จะได้รับการบำบัด 45 วัน,News,24-ธ.ค.-21,
เด็กชาย 12 ขวบ ปวดท้องหนักมาก หมอบอกให้อดทน สุดท้ายไส้ติ่งแตกเสียชีวิต,เมื่อเวลา 21.00 น. วานนี้ (23 ธค. 64) ที่ วัดแหลมแค ต.พานทอง อ.พานทอง จ.ชลบุรี นายชัยเดช อายุ 41 ปี และ น.ส.กุสุมา อายุ 33 ปี ได้ออกมาร้องทุกข์ว่า วันที่ 21 ธ.ค. 64 เวลา 11.00 น. ลูกชายอายุ 12 ปี  มีอาการปวดช่องท้อง จึงพาไปรักษาอาการที่โรงพยาบาลแห่งหนึ่งใน จ.ชลบุรี  โดยแพทย์ระบุว่า มีอาการติดเชื้อ แต่ไม่รู้ว่าสาเหตุมาจากอะไร จนช่วงกลางดึกแพทย์ ก็นำเลือดน้องไปตรวจแล้วพบว่ามีอาการติดเชื้อถึง 72% ระหว่างการรักษาก็ให้น้องนอนรอดูอาการอย่างเดียว มีการให้ยาฆ่าเชื้อ จนน้องทนไม่ไหว และได้ทักแชทไปหาพ่อ บอกว่า หมอบอกอดทนเอา จนวันที่ 22 ธ.ค. 64 เวลา 12.40 น. น้องเกิดอาการช็อก หัวใจหยุดเต้น ชีวิตจรต่ำ พยาบาลยามปั๊มหัวใจเพื่อยื้อชีวิต ถึง 2 ครั้ง เกือบ 30 นาที จนน้องเสียชีวิต โดยที่แพทย์ระบุสาเหตุการเสียชีวิตของลูกชายว่าติดเชื้อในกระแสเลือด แต่ญาติติดใจการสาเหตุการเสียชีวิต เลยดำเนินการส่งศพไปยังสถาบันนิตเวชวิทยา โรงพยาบาลตำรวจ โดยออกค่าใช้จ่ายออกเองทั้งหมด ระบุถึงสาเหตุการเสียชีวิตว่าเกิดจากไส้ติ่งอักเสบและแตกทะลุ มีการอักเสบช่องท้อง อย่างรุนแรง ซึ่งขัดกับที่โรงพยาบาลดังกล่าวบอกกับทางญาติ รู้สึกเสียใจกับเหตุการณ์ที่เกิดขึ้น ไม่คิดว่าต้องมาเสียลูกชาย เพราะจากการปวดท้องจากไส้ติ่งจนแตกจนเสียชีวิต เพราะทางโรงพยาบาล หมอ ไม่มีการวินิจฉัยที่ถูกต้อง อยากให้ทางโรงพยาบาลออกมารับผิดชอบกับเหตุการณ์ในครั้งนี้ หลังเกิดเหตุก็ไม่ได้มีการพูดจากันแต่อย่างใด มีเพียงตัวแทนของโรงพยาบาล เอาพวงหรีดที่เป็นพัดลม มาในงานสวดศพคืนแรก หลังจากนี้ก็คงต้องรอปรึกษากับทางครอบครัวว่าจะทำอย่างไรต่อไป คงต้องรอให้งานศพน้องผ่านไปก่อน,News,24-ธ.ค.-21,
ร้านโยงไทม์ไลน์ผัวเมียกาฬสินธุ์ พนักงาน-ลูกค้าติดโควิด 19 ราย ไม่ชัดเป็นโอมิครอน,เมื่อวันที่ 24 ธันวาคม 2564  นายแพทย์อภิชัย ลิมานนท์ นายแพทย์สาธารณสุข จ.กาฬสินธุ์ เปิดเผยว่า กรณีมีผู้ป่วยโรคโควิด-19 จำนวน 2 ราย สองสามีภรรยาที่เดินทางกลับมาจากประเทศเบลเยียมมาภูมิลำเนาใน จ.กาฬสินธุ์ และปัจจุบันเข้ารับการรักษาตัวที่โรงพยาบาลใน จ.ขอนแก่นนั้น ทางสำนักงานสาธารณสุข จ.กาฬสินธุ์ ได้รับรายงานศูนย์วิทยาศาสตร์การแพทย์ เมื่อช่วงเย็นวันที่ 20 ธันวาคม ที่ผ่านมาว่า เบื้องต้น สงสัยเป็นสายพันธุ์โอมิครอน จึงส่งไปตรวจสอบอย่างละเอียดที่กรมวิทยาศาสตร์การแพทย์ เพื่อยืนยันสายพันธุ์โอมิครอน พร้อมกับเร่งดำเนินการสอบสวนโรคทันที นายแพทย์อภิชัย กล่าวต่อว่า ในส่วนไทน์ไลน์ที่ผู้ป่วยทั้งสองรายเดินทางไปยังสถานที่ต่างๆ ทั้งใน จ.ขอนแก่น และ จ.กาฬสินธุ์ โดยเฉพาะใน จ.กาฬสินธุ์ ที่ไปหลายที่นั้น ได้มีการสอบสวนโรคนำพาผู้สัมผัสเสี่ยงสูงมาตรวจหาเชื้อ เบื้องต้นพบเดินทางไปยังสถานที่ต่าง 4-5 แห่ง แต่มีแห่งเดียวที่น่าเป็นห่วงคือร้านอาหารกึ่งผับแห่งหนึ่งในตลาดโรงสี เขตเทศบาลเมืองกาฬสินธุ์ โดยผู้ป่วยทั้ง 2 ราย พร้อมด้วยญาติไปใช้บริการในวันที่ 12 ธันวาคม 2564 ซึ่งจากการตรวจคัดกรองผู้เสี่ยงสูงและตรวจหาเชื้อไปแล้ว 20 ราย เบื้องต้นพบนักดนตรี และพนักงานเสิร์ฟของร้านดังกล่าวติดเชื้อโควิด 16 ราย นอกจากนี้ยังมีลูกค้าที่ไปใช้บริการวันนั้น และวันต่อๆ มาติดเชื้ออีก 3 ราย รวม 19 ราย และขณะนี้อยู่ระหว่างรอผลยืนยันอย่างเป็นทางการจากกรมวิทยาศาสตร์การแพทย์ว่าเป็นเชื้อโอมิครอนหรือไม่ พร้อมกับเร่งสอบสอบสวนโรคในกลุ่มเสี่ยงสูงของผู้ติดเชื้อ 19 รายนี้ให้เร็วที่สุด ทั้งนี้จากรายงานผู้ป่วยทั้งหมดส่วนใหญ่ไม่ค่อยมีอาการ เนื่องจากช่วงอายุอยู่ในวัยหนุ่มสาวและฉีดวัคซีนครบ 2 เข็ม,News,24-ธ.ค.-21,
"หัวหินพบ 3 นักท่องเที่ยวอังกฤษติด ""โอมิครอน"" อยู่ไทยครึ่งค่อนเดือน ตรวจเจอเชื้อก่อนกลับ",(24 ธ.ค.64) นายเสถียร เจริญเหรียญ ผู้ว่าราชการจังหวัดประจวบคีรีขันธ์ พร้อมด้วยนายแพทย์วรา เศลวัตนะกุล นายแพทย์สาธารณสุขจังหวัดประจวบคีรีขันธ์ (สสจ.) ร่วมกันแถลงข่าวสถานการณ์โควิด-19 ที่ห้องสิงขร ชั้น 3 ศาลากลางจังหวัดประจวบคีรีขันธ์ หลังมีประเด็นเร่งด่วน ผลตรวจยืนยันเชื้อโควิดสายพันธุ์ใหม่ “โอมิครอน” ที่ อ.หัวหิน นายแพทย์วรา เศลวัตนะกุล นายแพทย์สาธารณสุขจังหวัดประจวบคีรีขันธ์ (สสจ.) กล่าวว่า นักท่องเที่ยวชาวต่างชาติเป็นชาวอังกฤษ 3 ราย ผลตรวจยืนยันติดเชื้อโควิด-19 สายพันธ์โอมิครอน และขณะนี้กำลังรอผลตรวจยืนยันของนักท่องเที่ยวชาวอังกฤษ ที่เหลืออีก 1 ราย โดยมีรายงานว่า นักท่องเที่ยวกลุ่มดังกล่าวต้องการตรวจหาเชื้อก่อนเดินทางกลับประเทศต้นทาง จึงได้เข้ารับการตรวจ และพบเชื้อดังกล่าว ขณะนี้ผู้ป่วยเข้ารับการรักษาในโรงพยาบาลเอกชนแห่งหนึ่งที่ อ.หัวหิน เบื้องต้นขอให้ประชาชนที่ต้องการเดินทางไปต่างประเทศ ขอให้ชะลอไว้ก่อน ส่วนภาคเอกชน ที่จะจัดงานส่งท้ายปีเก่าต้อนรับปีใหม่ ให้ใช้มาตรการเข้มงวดป้องกันโควิดโดยใช้แนวทางโควิดฟรีเซตติ้ง และขอให้ตรวจหาเชื้อจากผู้เข้าร่วมงานทุกคนด้วยชุดตรวจ ATK ทั้งนี้ผู้ป่วยติดเชื้อโควิดสายพันธุ์โอมิครอนทั้ง 3 ราย ซึ่งเป็นเชื้อโควิดกลายพันธุ์นั้น แบ่งเป็น 2 กลุ่ม โดยนักท่องเที่ยวกลุ่มที่ 1 ผู้ป่วยรายที่ 1 เพศหญิง อายุ 51 ปี ชาวอังกฤษ และสามีเพศชาย อายุ 52 ปี ชาวอังกฤษ โดยสารเครื่องบินเดินทางมาจากประเทศอังกฤษลงที่สนามบินนานาชาติภูเก็ต พักที่โรงแรมใน จ.ภูเก็ต ผ่านระบบแซนบอกซ์ เมื่อวันที่ 26 พฤศจิกายน-3 ธันวาคม 2564 ต่อมาวันที่ 6 ธันวาคม 2564 เดินทางไปกรุงเทพฯ โดยเครื่องบิน จากสนามบินนานาชาติภูเก็ต-ท่าอากาศยานนานาชาติสุวรรณภูมิ และเดินทางต่อด้วยรถแท็กซี่ จากกรุงเทพฯ ไปที่พักที่โรงแรม อ.ชะอำ จ.เพชรบุรี,News,24-ธ.ค.-21,
ลดอัตราส่งเงินสมทบผู้ประกันตน ม.40 เหลือร้อยละ 60 นาน 6 เดือน,ตามที่มีการเผยแพร่ข้อมูลถึงประเด็นเรื่อง ลดอัตราส่งเงินสมทบผู้ประกันตน ม.40 เหลือร้อยละ 60 นาน 6 เดือน ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมประชาสัมพันธ์ สำนักนายกรัฐมนตรี พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,25-ธ.ค.-21,
กระทรวงมหาดไทย มอบของขวัญปีใหม่ 65 ลดดอกเบี้ยโรงรับจำนำ ,ตามที่มีการเผยแพร่ข้อมูลถึงประเด็นเรื่อง กระทรวงมหาดไทย มอบของขวัญปีใหม่ 65 ลดดอกเบี้ยโรงรับจำนำ ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดย กรมประชาสัมพันธ์ สำนักนายกรัฐมนตรี พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลจริง,News,25-ธ.ค.-21,
ขับเคลื่อนด้วย..? ผู้รับเหมาเข้าแก้ไขเสาไฟทะลุกลางสะพานลอยสัตหีบ เรียบร้อยแล้ว,จากกรณีที่ ประชาชนชาวอำเภอสัตหีบ โพสต์รูปสะพานลอยคนข้ามถนนบริเวณหน้าห้างสรรพสินค้าแห่งหนึ่ง บริเวณตลาด 700 ไร่ ขาเข้าพัทยา ริมถนนสุขุมวิท ต.สัตหีบ อ.สัตหีบ จ.ชลบุรี  ที่กำลังก่อสร้าง แต่มีเสาไฟฟ้าแรงสูง ทะลุโผล่ขึ้นมาและมีสายเคเบิล-สายสื่อสาร พาดระโยงระยาง จนประชาชนวิพากษ์วิจารณ์ถึงความปลอดภัย และการทำงานที่ไม่ประสานงานกันระหว่างหน่วยงานราชการ ตามที่เสนอข่าวไปแล้วนั้น  ในวันนี้ 25 ธ.ค.64 ผู้สื่อข่าว ได้ลงพื้นที่พบว่าเจ้าหน้าที่กิจการไฟฟ้า สวัสดิการสัมปทานกองทัพเรือ และผู้รับเหมาย้ายเสาไฟฟ้า ได้ดำเนินการรื้อย้ายเสาไฟฟ้าออกจากสะพานลอยแล้ว ซึ่งต่อไปจะได้ทำการวางเหล็กเสริม และเทคอนกรีตปิดทับ รวมทั้งเร่งรัดทำการก่อสร้างสะพานลอยคนเดินข้ามให้แล้วเสร็จตามสัญญาต่อไป  สอบถามสะพานลอยดังกล่าวจะสามารถเปิดให้ประชาชนใช้บริการได้ประมาณเดือน มีนาคม- เมษายน นี้,News,25-ธ.ค.-21,
“เพื่อไทย” ห่วง “ประยุทธ์” ปิดรับนักท่องเที่ยวทำเศรษฐกิจไทยยิ่งทรุดหนัก,นายจักรพล ตั้งสุทธิธรรม ส.ส. เชียงใหม่ รองเลขาธิการและ คณะทำงานเศรษฐกิจพรรคเพื่อไทยกล่าวว่า ตามที่พลเอกประยุทธ์ จันทร์โอชา ได้สั่งปิดรับนักท่องเที่ยวตั้งแต่วันที่ 21 ธันวาคมที่ผ่านมานี้ เพื่อป้องกันการแพร่ระบาดไวรัสโควิดสายพันธุ์โอมิครอน นั้นนับเป็นเรื่องน่าประหลาดใจอย่างมาก เพราะหากจำกันได้เพียงไม่กี่วันก่อนหน้านี้ นายอนุทิน ชาญวีรกุล รองนายกรัฐมนตรี และรัฐมนตรีว่าการกระทรวงสาธารณสุข ยังเพิ่งจะบอกว่าไวรัสโอมิครอนเป็นไวรัสกระจอกไม่สามารถทำอันตรายคนไทยได้ แต่ไม่กี่วันให้หลังกลับต้องปิดรับนักท่องเที่ยวเข้าประเทศ และอาจจะถึงกับต้องล็อกดาวน์ ซึ่งสร้างความสับสนให้กับคนทั้งประเทศ โดยเฉพาะคนในภาคธุรกิจท่องเที่ยวที่เพิ่งเปิดประเทศรับนักท่องเที่ยวได้ไม่นานมานี้ และเตรียมตัวรับนักท่องเที่ยวต่างประเทศที่จะเข้ามาท่องเที่ยวประเทศไทยเพื่อฉลองในช่วงปีใหม่ ต้องถึงกับฝันสลาย และเหมือนกับเป็นคำสั่งประหารสำหรับธุรกิจท่องเที่ยวเลยก็ว่าได้ เพราะต้องทนลำบากกันมากว่า 2 ปีแล้ว แต่พอจะเปิดรับนักท่องเที่ยวก็มาถูกปิดอย่างฉับพลัน ดังนั้นจึงอยากให้พลเอกประยุทธ์ ได้ตามสถานการณ์การแพร่ระบาดของไวรัสสายพันธุ์โอมิครอนอย่างไกล้ชิด จากข้อมูลล่าสุดพบว่าการแพร่ระบาดในทวีปอัฟริกาที่เป็นแหล่งกำเนิดกลับลดลงอย่างรวดเร็ว และไวรัสนี้แม้แพร่กระจายเร็วแต่ความรุนแรงของอาการมีไม่มาก โอกาสที่จะเสียชีวิตมีน้อย อีกทั้งบริษัทผลิตวัคซีนและบริษัทผลิตยาหลักของโลก ต่างได้คิดค้นวัคซีนและยารักษาไวรัสนี้กันได้แล้ว ซึ่งหากมีความชัดเจนในเรื่องดังกล่าว พลเอกประยุทธ์ ควรจะเร่งสั่งยา และหาทางเปิดรับนักท่องเที่ยวโดยเร็ว เพื่อฟื้นเศรษฐกิจไทย โดยหากจำกันได้คณะทำงานเศรษฐกิจของพรรคเพื่อไทยได้เคยเตือนพลเอกประยุทธ์ แล้วว่าการเปิดๆ ปิดๆ หรือที่เรียกว่า โรคลักปิดลักเปิด จนเลือดซึมออกจะหมดร่างนี้จะสร้างความเสียหายอย่างมากต่อภาคธุรกิจท่องเที่ยว และจะทำลายความมั่นใจของคนในประเทศและนักท่องเที่ยวต่างประเทศด้วย อย่างไรก็ตามในภาวะที่พลเอกประยุทธ์ ได้ตัดสินใจปิดรับนักท่องเที่ยว พลเอกประยุทธ์ ควรจะต้องคิดหาวิธีที่จะเยียวยาธุรกิจภาคท่องเที่ยวที่ได้รับผลกระทบอย่างมากจากเรื่องนี้ ซึ่งภาคธุรกิจท่องเที่ยวแทบจะไม่ได้รับการช่วยเหลือและดูแลจากรัฐบาลเลยในช่วง 2 ปีที่ผ่านมา ซึ่งหนักหนาสาหัสมาก ดังนั้น รัฐบาลควรพิจารณา การช่วยเหลือด้านซอฟท์โลน การลดหนี้ การลดดอกเบี้ย เพื่อให้ธุรกิจสามารถดำเนินการต่อได้ ซึ่งเมื่อการระบาดของไวรัสผ่านพ้นไป ภาคธุรกิจท่องเที่ยวจะสามารถดำเนินกิจการต่อ และนำรายได้เข้าประเทศเพิ่มขึ้นในอนาคต,News,25-ธ.ค.-21,
"จับแก๊งค้ายา ""Joker"" ยึดไอซ์-เฮโรฮีนรวมกว่า 30 กิโลกรัม","พล.ต.ท.สำราญ นวลมา ผู้บัญชาการตำรวจนครบาล ร่วมกับตำรวจกองกำกับการสวัสดิภาพเด็กและสตรี หรือ ดส.แถลงผลจับกุมขบวนการค้ายาเสพติดเครือข่ายไลน์โจ๊กเกอร์ สามารถจับกุมผู้ต้องหาได้ 2 คน คือ นายพรรษา อายุ 20 ปี และนายเทพประทาน อายุ 20 ปี พร้อมของกลางไอซ์น้ำหนัก 31 กิโลกรัม,คีตามีน 3 กิโลกรัม และ เฮโรอีน 1.8 กิโลกรัม พร้อมด้วยอาวุธปืนอีก 2 กระบอก โดยจับกุมได้ที่บ้านพักในซอยจรัญสนิทวงศ์ 86/1 แขวงบางอ้อ เขตบางพลัด ก่อนขยายผลตรวจพบอาวุธปืนที่บ้านในอ.บางกรวย จว.นนทบุรี จากการสอบปากคำ ผู้ต้องหารับสารภาพว่าได้ติดต่อกับบัญชีแอปพลิเคชันไลน์ชื่อ “Joker” ให้ไปรับและส่งยาเสพติดตามสถานที่ต่างๆ ตามพิกัดที่ระบุ โดยผู้ต้องหาจะวางยาเสพติดไว้ในจุดที่ลับตาคน เริ่มทำมาตั้งแต่ช่วงเดือนเมษายน 2564 จนถึงปัจจุบัน นานกว่า 8 เดือนแล้ว ได้รับค่าจ้างเฉลี่ยต่อเดือนประมาณ 100,000 บาท และทุกครั้งที่รับยาเสพติดมาก็จะนำไปเก็บไว้ที่บ้านในซอยจรัญสนิทวงศ์ ก่อนจะนำไปส่งให้กับลูกค้าตามจุดต่างๆ จากการตรวจสอบข้อมูลพบว่า โจ๊กเกอร์ เคยมีประวัติเป็นบุคคลที่เพิ่งพ้นโทษคดียาเสพติดมาก่อน จากนั้นก็กลับมาค้ายาเสพติด โดยมีผู้ต้องหาทั้ง 2 คนเป็นลูกมือ และรถที่ตรวจยึดได้ ก็เป็นรถที่โจ๊กเกอร์ซื้อให้ผู้ต้องหาไว้ใช้ ซึ่งตำรวจจะเร่งพิสูจน์ทราบตัวโจ๊กเกอร์มาดำเนินคดีอย่างไรก็ตามความเชื่อมโยงระหว่างผู้ต้องหาทั้ง 2 คน กับโจ๊กเกอร์นั้น ยังมีอีกบุคคลหนึ่งคั่นกลาง ทำหน้าที่ประสานงานระหว่างโจ๊กเกอร์กับผู้ต้องหา ซึ่งตำรวจทราบตัวแล้วและจะออกหมายจับเร็วๆ นี้",News,25-ธ.ค.-21,
"พี่สาว ""น้องฟิล์ม"" สาวคอสเพลย์ที่เสียชีวิต ถามหาทนาย คาดปมคอมเมนต์เกรียนคีย์บอร์ด","จากกรณีการเสียชีวิตของ น้องฟิล์ม-จิณห์วรา ซึ่งเป็นเด็กสาววัย 18 ปี คนดังในวงการเกม อนิเมะ และคอสเพลย์ โดยในเฟซบุ๊กของเจ้าตัวโพสต์ข้อความระบุว่า น้องฟิล์มได้เสียชีวิตลงแล้ว โดยผู้โพสต์เป็นพี่สาวของเจ้าตัว ระบุว่า “น้องไปแล้วไม่ว่าจะสาเหตุอะไร ทุกคนอาจจะรู้เเล้วส่วนมาก แต่ว่าน้องตัดสินใจเเล้ว ขอนะ เราบอกทุกอย่างชัดเจนแล้ว แค่น้องไม่อยู่พ่อเเม่เค้าก็หนักพอเเล้ว เรื่องงานเดี๋ยวมีมาแจ้งแน่นอน ตอนนี้ช้ำกันหลายฝ่ายอยู่ เราขอไม่ตอบเรื่องน้องแล้วนะบางทีพูดบ่อยๆ ก็บอกยาก” ล่าสุดในเฟซบุ๊กของพี่สาวได้มีการโพสต์ตามหาทนายความ โดยระบุว่า ""ถามเผื่อไว้"" โดยมีคนเข้ามาคอมเมนต์ถามว่าเกิดอะไรขึ้น ห่อนจะมีการแปะลิงก์เพจเฟซบุ๊กเพจหนึ่ง ที่โพสต์ภาพน้องฟิล์มในชุดคอสเพลย์แซนตี้ พร้อมข้อความส่อไปในทางไม่เหมาะสม และไม่ให้เกียรติผู้เสียชีวิต",News,25-ธ.ค.-21,
